Air_state,Air_date,Air_value
NE,2020/3/3,19
NH,2020/3/3,45.4
NJ,2020/3/3,46
NM,2020/3/3,36.4
NV,2020/3/3,34.5
NY,2020/3/3,38.4
OH,2020/3/3,37.1
OK,2020/3/3,44.5
OR,2020/3/3,22.6
PA,2020/3/3,38.1
SC,2020/3/3,37.7
SD,2020/3/3,26.3
TN,2020/3/3,30
TX,2020/3/3,50.5
UT,2020/3/3,39
VA,2020/3/3,39.5
VT,2020/3/3,48.2
WA,2020/3/3,17.6
WI,2020/3/3,37.8
WV,2020/3/3,36.8
WY,2020/3/3,39
AK,2020/3/4,13
AL,2020/3/4,35.8
AR,2020/3/4,36.3
AZ,2020/3/4,35
CA,2020/3/4,50.2
CO,2020/3/4,40.1
CT,2020/3/4,39
DE,2020/3/4,40
FL,2020/3/4,47.5
GA,2020/3/4,33.7
HI,2020/3/4,15
IA,2020/3/4,29.9
ID,2020/3/4,24.1
IL,2020/3/4,37
IN,2020/3/4,34.1
KS,2020/3/4,36.2
KY,2020/3/4,39.2
LA,2020/3/4,40
MA,2020/3/4,37.5
MD,2020/3/4,45
ME,2020/3/4,42
MI,2020/3/4,34.6
MN,2020/3/4,35.6
MO,2020/3/4,31.3
MS,2020/3/4,35.3
MT,2020/3/4,26.2
NC,2020/3/4,35.3
ND,2020/3/4,35
NE,2020/3/4,19
NH,2020/3/4,39
NJ,2020/3/4,37.5
NM,2020/3/4,38.3
NV,2020/3/4,36.2
NY,2020/3/4,34.6
OH,2020/3/4,35.9
OK,2020/3/4,43.5
OR,2020/3/4,28.5
PA,2020/3/4,36.2
SC,2020/3/4,33.1
SD,2020/3/4,24.9
TN,2020/3/4,28.1
TX,2020/3/4,36.5
UT,2020/3/4,39.7
VA,2020/3/4,41.8
VT,2020/3/4,35.6
WA,2020/3/4,22.9
WI,2020/3/4,34.5
WV,2020/3/4,40
WY,2020/3/4,41
AK,2020/3/5,16.7
AL,2020/3/5,35.5
AR,2020/3/5,39.6
AZ,2020/3/5,38
CA,2020/3/5,50.5
CO,2020/3/5,40.9
CT,2020/3/5,37.3
DE,2020/3/5,39
FL,2020/3/5,39.8
GA,2020/3/5,28.5
HI,2020/3/5,18
IA,2020/3/5,34.7
ID,2020/3/5,27.1
IL,2020/3/5,39.3
IN,2020/3/5,38.8
KS,2020/3/5,38.8
KY,2020/3/5,39
LA,2020/3/5,42.4
MA,2020/3/5,37.7
MD,2020/3/5,42
ME,2020/3/5,42
MI,2020/3/5,34.9
MN,2020/3/5,33.9
MO,2020/3/5,39.8
MS,2020/3/5,34.5
MT,2020/3/5,34.9
NC,2020/3/5,31.8
ND,2020/3/5,36
NE,2020/3/5,20
NH,2020/3/5,38
NJ,2020/3/5,40
NM,2020/3/5,38.9
NV,2020/3/5,38.8
NY,2020/3/5,36
OH,2020/3/5,38.6
OK,2020/3/5,43.1
OR,2020/3/5,32.8
PA,2020/3/5,38.5
SC,2020/3/5,34
SD,2020/3/5,28.8
TN,2020/3/5,25.1
TX,2020/3/5,36
UT,2020/3/5,41.6
VA,2020/3/5,37.3
VT,2020/3/5,37.4
WA,2020/3/5,29
WI,2020/3/5,31.9
WV,2020/3/5,35.3
WY,2020/3/5,42.6
AK,2020/3/6,20.7
AL,2020/3/6,39.8
AR,2020/3/6,45.2
AZ,2020/3/6,42.5
CA,2020/3/6,43.6
CO,2020/3/6,44.8
CT,2020/3/6,40.7
DE,2020/3/6,34.5
FL,2020/3/6,40.7
GA,2020/3/6,30
HI,2020/3/6,20
IA,2020/3/6,31.6
ID,2020/3/6,33.8
IL,2020/3/6,35.7
IN,2020/3/6,35.4
KS,2020/3/6,40.8
KY,2020/3/6,33.8
LA,2020/3/6,42.3
MA,2020/3/6,40.5
MD,2020/3/6,40.3
ME,2020/3/6,41.7
MI,2020/3/6,33.1
MN,2020/3/6,36.9
MO,2020/3/6,38
MS,2020/3/6,36.3
MT,2020/3/6,38.3
NC,2020/3/6,35.8
ND,2020/3/6,31.3
NE,2020/3/6,23
NH,2020/3/6,41
NJ,2020/3/6,36.2
NM,2020/3/6,41.9
NV,2020/3/6,40.2
NY,2020/3/6,36.9
OH,2020/3/6,32.8
OK,2020/3/6,41.8
OR,2020/3/6,23.3
PA,2020/3/6,39.5
SC,2020/3/6,37.1
SD,2020/3/6,30.7
TN,2020/3/6,20.3
TX,2020/3/6,39.8
UT,2020/3/6,41.4
VA,2020/3/6,35.3
VT,2020/3/6,41.8
WA,2020/3/6,24.7
WI,2020/3/6,32.9
WV,2020/3/6,32.8
WY,2020/3/6,43.8
AK,2020/3/7,21.3
AL,2020/3/7,39.5
AR,2020/3/7,42
AZ,2020/3/7,39.2
CA,2020/3/7,35
CO,2020/3/7,43.9
CT,2020/3/7,41.2
DE,2020/3/7,38.5
FL,2020/3/7,43.3
GA,2020/3/7,34.1
HI,2020/3/7,27.3
IA,2020/3/7,46.9
ID,2020/3/7,29
IL,2020/3/7,39.9
IN,2020/3/7,35.4
KS,2020/3/7,56.5
KY,2020/3/7,36.8
LA,2020/3/7,43
MA,2020/3/7,41.8
MD,2020/3/7,40.3
ME,2020/3/7,42
MI,2020/3/7,35.1
MN,2020/3/7,39.5
MO,2020/3/7,45.4
MS,2020/3/7,39.8
MT,2020/3/7,29.9
NC,2020/3/7,37.9
ND,2020/3/7,32.3
NE,2020/3/7,31.5
NH,2020/3/7,34.4
NJ,2020/3/7,38.2
NM,2020/3/7,42.9
NV,2020/3/7,38.3
NY,2020/3/7,38.8
OH,2020/3/7,36.9
OK,2020/3/7,72.6
OR,2020/3/7,16.7
PA,2020/3/7,37.7
SC,2020/3/7,43.7
SD,2020/3/7,33.1
TN,2020/3/7,28.2
TX,2020/3/7,41.1
UT,2020/3/7,44
VA,2020/3/7,37.3
VT,2020/3/7,41.6
WA,2020/3/7,20.5
WI,2020/3/7,39.4
WV,2020/3/7,35.8
WY,2020/3/7,51.1
AK,2020/3/8,14.7
AL,2020/3/8,44.9
AR,2020/3/8,46
AZ,2020/3/8,33.5
CA,2020/3/8,34.8
CO,2020/3/8,44.4
CT,2020/3/8,40.5
DE,2020/3/8,39
FL,2020/3/8,43.4
GA,2020/3/8,41.8
HI,2020/3/8,26.7
IA,2020/3/8,58.6
ID,2020/3/8,26.7
IL,2020/3/8,45.8
IN,2020/3/8,43.7
KS,2020/3/8,54
KY,2020/3/8,43.6
LA,2020/3/8,49.4
MA,2020/3/8,43
MD,2020/3/8,41.3
ME,2020/3/8,43.7
MI,2020/3/8,42.4
MN,2020/3/8,50
MO,2020/3/8,47.8
MS,2020/3/8,51.8
MT,2020/3/8,31.8
NC,2020/3/8,40.1
ND,2020/3/8,30.7
NE,2020/3/8,29.5
NH,2020/3/8,44
NJ,2020/3/8,37.5
NM,2020/3/8,34.4
NV,2020/3/8,34.8
NY,2020/3/8,41.9
OH,2020/3/8,40.9
OK,2020/3/8,50.1
OR,2020/3/8,27
PA,2020/3/8,41.2
SC,2020/3/8,48
SD,2020/3/8,35.3
TN,2020/3/8,36.7
TX,2020/3/8,38.3
UT,2020/3/8,43
VA,2020/3/8,40.8
VT,2020/3/8,44.4
WA,2020/3/8,22.3
WI,2020/3/8,54.5
WV,2020/3/8,38.7
WY,2020/3/8,39.8
AK,2020/3/9,13.3
AL,2020/3/9,44.6
AR,2020/3/9,41.6
AZ,2020/3/9,34.3
CA,2020/3/9,35.6
CO,2020/3/9,42.1
CT,2020/3/9,42
DE,2020/3/9,45
FL,2020/3/9,40
GA,2020/3/9,40.9
HI,2020/3/9,22.7
IA,2020/3/9,44
ID,2020/3/9,23
IL,2020/3/9,40.7
IN,2020/3/9,40.4
KS,2020/3/9,35.2
KY,2020/3/9,40.4
LA,2020/3/9,39
MA,2020/3/9,50.2
MD,2020/3/9,45.7
ME,2020/3/9,44
MI,2020/3/9,43.4
MN,2020/3/9,34.8
MO,2020/3/9,37.2
MS,2020/3/9,40.3
MT,2020/3/9,28.2
NC,2020/3/9,42.2
ND,2020/3/9,51.7
NE,2020/3/9,21
NH,2020/3/9,47.8
NJ,2020/3/9,43.5
NM,2020/3/9,37.4
NV,2020/3/9,38.3
NY,2020/3/9,47.5
OH,2020/3/9,45.8
OK,2020/3/9,32.5
OR,2020/3/9,30.7
PA,2020/3/9,48.3
SC,2020/3/9,45.4
SD,2020/3/9,28
TN,2020/3/9,36.9
TX,2020/3/9,33.7
UT,2020/3/9,40.7
VA,2020/3/9,44.3
VT,2020/3/9,48.4
WA,2020/3/9,27.7
WI,2020/3/9,46
WV,2020/3/9,43.7
WY,2020/3/9,40.9
AK,2020/3/10,19
AL,2020/3/10,38.6
AR,2020/3/10,30
AZ,2020/3/10,27.2
CA,2020/3/10,33.4
CO,2020/3/10,39.4
CT,2020/3/10,49.7
DE,2020/3/10,38.5
FL,2020/3/10,43.5
GA,2020/3/10,38.6
HI,2020/3/10,18.3
IA,2020/3/10,40.4
ID,2020/3/10,27.7
IL,2020/3/10,41.9
IN,2020/3/10,34.3
KS,2020/3/10,45
KY,2020/3/10,32.6
LA,2020/3/10,37
MA,2020/3/10,48.3
MD,2020/3/10,38
ME,2020/3/10,41.7
MI,2020/3/10,29.9
MN,2020/3/10,29.4
MO,2020/3/10,31
MS,2020/3/10,34.5
MT,2020/3/10,26.3
NC,2020/3/10,36.9
ND,2020/3/10,38.7
NE,2020/3/10,19.5
NH,2020/3/10,42
NJ,2020/3/10,39.5
NM,2020/3/10,33
NV,2020/3/10,37
NY,2020/3/10,40.5
OH,2020/3/10,36.2
OK,2020/3/10,37.4
OR,2020/3/10,32.4
PA,2020/3/10,38.1
SC,2020/3/10,37.1
SD,2020/3/10,26.7
TN,2020/3/10,26.8
TX,2020/3/10,38
UT,2020/3/10,40.4
VA,2020/3/10,36
VT,2020/3/10,41.6
WA,2020/3/10,26.4
WI,2020/3/10,35.1
WV,2020/3/10,31.8
WY,2020/3/10,40.9
AK,2020/3/11,24
AL,2020/3/11,34.6
AR,2020/3/11,36
AZ,2020/3/11,21.4
CA,2020/3/11,38.1
CO,2020/3/11,39
CT,2020/3/11,37.3
DE,2020/3/11,33
FL,2020/3/11,41.5
GA,2020/3/11,35.7
HI,2020/3/11,16.3
IA,2020/3/11,50.7
ID,2020/3/11,25.8
IL,2020/3/11,58.1
IN,2020/3/11,36.1
KS,2020/3/11,49.2
KY,2020/3/11,38.5
LA,2020/3/11,35
MA,2020/3/11,38.2
MD,2020/3/11,34
ME,2020/3/11,39.3
MI,2020/3/11,37.1
MN,2020/3/11,31.1
MO,2020/3/11,35.2
MS,2020/3/11,36.3
MT,2020/3/11,25.8
NC,2020/3/11,38
ND,2020/3/11,33.3
NE,2020/3/11,20.5
NH,2020/3/11,37.8
NJ,2020/3/11,36.5
NM,2020/3/11,28.6
NV,2020/3/11,33.2
NY,2020/3/11,32.4
OH,2020/3/11,35.9
OK,2020/3/11,40
OR,2020/3/11,26.4
PA,2020/3/11,38.6
SC,2020/3/11,39.6
SD,2020/3/11,28.3
TN,2020/3/11,29.7
TX,2020/3/11,39.5
UT,2020/3/11,35.3
VA,2020/3/11,34.7
VT,2020/3/11,33.2
WA,2020/3/11,21.1
WI,2020/3/11,45
WV,2020/3/11,28
WY,2020/3/11,40.6
AK,2020/3/12,27.3
AL,2020/3/12,36.6
AR,2020/3/12,46.2
AZ,2020/3/12,30.3
CA,2020/3/12,40.5
CO,2020/3/12,36.1
CT,2020/3/12,37.5
DE,2020/3/12,39
FL,2020/3/12,42.3
GA,2020/3/12,41.7
HI,2020/3/12,18.3
IA,2020/3/12,48.1
ID,2020/3/12,29.2
IL,2020/3/12,44.7
IN,2020/3/12,39.9
KS,2020/3/12,33.2
KY,2020/3/12,35.8
LA,2020/3/12,35.4
MA,2020/3/12,38.3
MD,2020/3/12,45.3
ME,2020/3/12,37
MI,2020/3/12,41.7
MN,2020/3/12,36.8
MO,2020/3/12,34.2
MS,2020/3/12,35
MT,2020/3/12,28.8
NC,2020/3/12,42.6
ND,2020/3/12,35
NE,2020/3/12,19
NH,2020/3/12,35.4
NJ,2020/3/12,38.2
NM,2020/3/12,29.4
NV,2020/3/12,34.8
NY,2020/3/12,35
OH,2020/3/12,40.4
OK,2020/3/12,42.6
OR,2020/3/12,27.2
PA,2020/3/12,44.8
SC,2020/3/12,44.3
SD,2020/3/12,28.1
TN,2020/3/12,34
TX,2020/3/12,38
UT,2020/3/12,40.7
VA,2020/3/12,38.3
VT,2020/3/12,36
WA,2020/3/12,24.9
WI,2020/3/12,48.9
WV,2020/3/12,39.2
WY,2020/3/12,41.8
AK,2020/3/13,32.7
AL,2020/3/13,32.5
AR,2020/3/13,27.4
AZ,2020/3/13,29.3
CA,2020/3/13,41.1
CO,2020/3/13,32.4
CT,2020/3/13,39.2
DE,2020/3/13,41
FL,2020/3/13,40.6
GA,2020/3/13,37.9
HI,2020/3/13,18.3
IA,2020/3/13,27.9
ID,2020/3/13,29.9
IL,2020/3/13,38
IN,2020/3/13,33.4
KS,2020/3/13,33.2
KY,2020/3/13,35.8
LA,2020/3/13,31.9
MA,2020/3/13,38.6
MD,2020/3/13,42.3
ME,2020/3/13,38.3
MI,2020/3/13,36.5
MN,2020/3/13,32.6
MO,2020/3/13,31.9
MS,2020/3/13,32.3
MT,2020/3/13,23.1
NC,2020/3/13,41.8
ND,2020/3/13,33.3
NE,2020/3/13,20
NH,2020/3/13,37.8
NJ,2020/3/13,40.5
NM,2020/3/13,33
NV,2020/3/13,36.7
NY,2020/3/13,37.5
OH,2020/3/13,38.2
OK,2020/3/13,31
OR,2020/3/13,28.3
PA,2020/3/13,40.3
SC,2020/3/13,44.1
SD,2020/3/13,27.3
TN,2020/3/13,22.5
TX,2020/3/13,40.1
UT,2020/3/13,37.4
VA,2020/3/13,40.8
VT,2020/3/13,38.6
WA,2020/3/13,25.5
WI,2020/3/13,40.3
WV,2020/3/13,40.3
WY,2020/3/13,35.4
AK,2020/3/14,38
AL,2020/3/14,36
AR,2020/3/14,28.8
AZ,2020/3/14,32.1
CA,2020/3/14,37.5
CO,2020/3/14,32.4
CT,2020/3/14,38.2
DE,2020/3/14,41
FL,2020/3/14,38.1
GA,2020/3/14,44.3
HI,2020/3/14,18
IA,2020/3/14,32.4
ID,2020/3/14,28.8
IL,2020/3/14,33.8
IN,2020/3/14,35.2
KS,2020/3/14,32.8
KY,2020/3/14,30.9
LA,2020/3/14,33
MA,2020/3/14,38.2
MD,2020/3/14,42
ME,2020/3/14,40.3
MI,2020/3/14,31.8
MN,2020/3/14,30.4
MO,2020/3/14,32.2
MS,2020/3/14,35.8
MT,2020/3/14,21.3
NC,2020/3/14,41.6
ND,2020/3/14,29.7
NE,2020/3/14,24.5
NH,2020/3/14,38.2
NJ,2020/3/14,38.5
NM,2020/3/14,38.5
NV,2020/3/14,36.5
NY,2020/3/14,33.9
OH,2020/3/14,34.9
OK,2020/3/14,25.5
OR,2020/3/14,16
PA,2020/3/14,36
SC,2020/3/14,41.4
SD,2020/3/14,29.3
TN,2020/3/14,22.2
TX,2020/3/14,40.9
UT,2020/3/14,37.3
VA,2020/3/14,39.3
VT,2020/3/14,39.6
WA,2020/3/14,19.8
WI,2020/3/14,31.7
WV,2020/3/14,37.8
WY,2020/3/14,33.6
AK,2020/3/15,40
AL,2020/3/15,38.1
AR,2020/3/15,26.4
AZ,2020/3/15,40
CA,2020/3/15,38.3
CO,2020/3/15,44.3
CT,2020/3/15,42.8
DE,2020/3/15,36.5
FL,2020/3/15,39.6
GA,2020/3/15,35.7
HI,2020/3/15,16.7
IA,2020/3/15,31.7
ID,2020/3/15,25.4
IL,2020/3/15,34.4
IN,2020/3/15,37.6
KS,2020/3/15,33.2
KY,2020/3/15,31.2
LA,2020/3/15,38.3
MA,2020/3/15,43.8
MD,2020/3/15,38
ME,2020/3/15,42.3
MI,2020/3/15,36.7
MN,2020/3/15,32.1
MO,2020/3/15,30.2
MS,2020/3/15,36.2
MT,2020/3/15,29.1
NC,2020/3/15,37.4
ND,2020/3/15,28.7
NE,2020/3/15,26
NH,2020/3/15,43.2
NJ,2020/3/15,36.8
NM,2020/3/15,33.9
NV,2020/3/15,40.4
NY,2020/3/15,39.9
OH,2020/3/15,35.4
OK,2020/3/15,23.5
OR,2020/3/15,20.1
PA,2020/3/15,36.5
SC,2020/3/15,47.4
SD,2020/3/15,29
TN,2020/3/15,20.9
TX,2020/3/15,32.3
UT,2020/3/15,41.4
VA,2020/3/15,32.3
VT,2020/3/15,41
WA,2020/3/15,23.6
WI,2020/3/15,36.2
WV,2020/3/15,32.3
WY,2020/3/15,30.4
AK,2020/3/16,38.7
AL,2020/3/16,36.5
AR,2020/3/16,30.4
AZ,2020/3/16,35.6
CA,2020/3/16,36.3
CO,2020/3/16,42
CT,2020/3/16,41.5
DE,2020/3/16,43.5
FL,2020/3/16,40.7
GA,2020/3/16,41.9
HI,2020/3/16,18.7
IA,2020/3/16,38.4
ID,2020/3/16,28.1
IL,2020/3/16,44.2
IN,2020/3/16,34.8
KS,2020/3/16,37.2
KY,2020/3/16,27.9
LA,2020/3/16,32.7
MA,2020/3/16,40.8
MD,2020/3/16,43.3
ME,2020/3/16,41
MI,2020/3/16,32.8
MN,2020/3/16,31
MO,2020/3/16,27.3
MS,2020/3/16,39.7
MT,2020/3/16,40.9
NC,2020/3/16,37.3
ND,2020/3/16,35
NE,2020/3/16,18.5
NH,2020/3/16,40
NJ,2020/3/16,40.8
NM,2020/3/16,42.2
NV,2020/3/16,36.5
NY,2020/3/16,39.1
OH,2020/3/16,32.2
OK,2020/3/16,22.8
OR,2020/3/16,24
PA,2020/3/16,38.6
SC,2020/3/16,43.7
SD,2020/3/16,30.4
TN,2020/3/16,22.4
TX,2020/3/16,35.2
UT,2020/3/16,44
VA,2020/3/16,35.3
VT,2020/3/16,40.2
WA,2020/3/16,33
WI,2020/3/16,37.3
WV,2020/3/16,33.7
WY,2020/3/16,35.5
AK,2020/3/17,33.7
AL,2020/3/17,44.6
AR,2020/3/17,27.4
AZ,2020/3/17,36.3
CA,2020/3/17,38
CO,2020/3/17,40.2
CT,2020/3/17,37.5
DE,2020/3/17,38.5
FL,2020/3/17,39.6
GA,2020/3/17,47.5
HI,2020/3/17,17.3
IA,2020/3/17,33.6
ID,2020/3/17,28.4
IL,2020/3/17,39.3
IN,2020/3/17,37.8
KS,2020/3/17,39.8
KY,2020/3/17,31.2
LA,2020/3/17,30.6
MA,2020/3/17,37.2
MD,2020/3/17,42
ME,2020/3/17,39.3
MI,2020/3/17,41.5
MN,2020/3/17,34.5
MO,2020/3/17,23
MS,2020/3/17,39.8
MT,2020/3/17,44.3
NC,2020/3/17,36.2
ND,2020/3/17,30.7
NE,2020/3/17,23.5
NH,2020/3/17,34.6
NJ,2020/3/17,34.8
NM,2020/3/17,37.6
NV,2020/3/17,38.8
NY,2020/3/17,34.4
OH,2020/3/17,35.2
OK,2020/3/17,19.8
OR,2020/3/17,30.4
PA,2020/3/17,34.2
SC,2020/3/17,48.9
SD,2020/3/17,28.1
TN,2020/3/17,20.8
TX,2020/3/17,37.1
UT,2020/3/17,42.4
VA,2020/3/17,29.5
VT,2020/3/17,36.8
WA,2020/3/17,38.1
WI,2020/3/17,40.1
WV,2020/3/17,29.2
WY,2020/3/17,39.2
AK,2020/3/18,28.3
AL,2020/3/18,40.8
AR,2020/3/18,30.4
AZ,2020/3/18,34.3
CA,2020/3/18,38.2
CO,2020/3/18,43
CT,2020/3/18,43.5
DE,2020/3/18,39
FL,2020/3/18,35.2
GA,2020/3/18,53.5
HI,2020/3/18,21
IA,2020/3/18,38.9
ID,2020/3/18,27.4
IL,2020/3/18,34.3
IN,2020/3/18,34.6
KS,2020/3/18,24
KY,2020/3/18,30.6
LA,2020/3/18,30.9
MA,2020/3/18,42.8
MD,2020/3/18,39.7
ME,2020/3/18,41.7
MI,2020/3/18,40.6
MN,2020/3/18,32.4
MO,2020/3/18,24.3
MS,2020/3/18,34
MT,2020/3/18,41.6
NC,2020/3/18,40.5
ND,2020/3/18,33.7
NE,2020/3/18,17.5
NH,2020/3/18,42.4
NJ,2020/3/18,40
NM,2020/3/18,36.1
NV,2020/3/18,35.8
NY,2020/3/18,38
OH,2020/3/18,33.8
OK,2020/3/18,25.6
OR,2020/3/18,28.2
PA,2020/3/18,40.2
SC,2020/3/18,52.1
SD,2020/3/18,24.1
TN,2020/3/18,30.8
TX,2020/3/18,39.6
UT,2020/3/18,41.7
VA,2020/3/18,30.5
VT,2020/3/18,41.4
WA,2020/3/18,39
WI,2020/3/18,44.6
WV,2020/3/18,31.2
WY,2020/3/18,39.2
AK,2020/3/19,29.7
AL,2020/3/19,37.7
AR,2020/3/19,42.1
AZ,2020/3/19,36.3
CA,2020/3/19,37.7
CO,2020/3/19,30
CT,2020/3/19,37.8
DE,2020/3/19,46.5
FL,2020/3/19,38
GA,2020/3/19,50.3
HI,2020/3/19,20.3
IA,2020/3/19,25.4
ID,2020/3/19,29.8
IL,2020/3/19,29.9
IN,2020/3/19,31.7
KS,2020/3/19,34.8
KY,2020/3/19,32.5
LA,2020/3/19,41.3
MA,2020/3/19,38.2
MD,2020/3/19,48
ME,2020/3/19,32
MI,2020/3/19,39.1
MN,2020/3/19,34.2
MO,2020/3/19,27.6
MS,2020/3/19,37.5
MT,2020/3/19,36
NC,2020/3/19,40.6
ND,2020/3/19,34.3
NE,2020/3/19,17
NH,2020/3/19,37
NJ,2020/3/19,32
NM,2020/3/19,41.5
NV,2020/3/19,36.8
NY,2020/3/19,30.1
OH,2020/3/19,29.3
OK,2020/3/19,38.1
OR,2020/3/19,33.6
PA,2020/3/19,34.7
SC,2020/3/19,46.9
SD,2020/3/19,28.6
TN,2020/3/19,35.3
TX,2020/3/19,45.9
UT,2020/3/19,38.7
VA,2020/3/19,38.2
VT,2020/3/19,39.8
WA,2020/3/19,42.1
WI,2020/3/19,36.4
WV,2020/3/19,35.3
WY,2020/3/19,35.4
AK,2020/3/20,29
AL,2020/3/20,37.9
AR,2020/3/20,28.6
AZ,2020/3/20,38.9
CA,2020/3/20,39.3
CO,2020/3/20,41.4
CT,2020/3/20,42
DE,2020/3/20,53.5
FL,2020/3/20,37
GA,2020/3/20,49.2
HI,2020/3/20,18.3
IA,2020/3/20,28.7
ID,2020/3/20,29.9
IL,2020/3/20,30.7
IN,2020/3/20,31.2
KS,2020/3/20,35
KY,2020/3/20,29
LA,2020/3/20,36.9
MA,2020/3/20,38
MD,2020/3/20,47.3
ME,2020/3/20,23.7
MI,2020/3/20,33.3
MN,2020/3/20,32
MO,2020/3/20,27.8
MS,2020/3/20,35.7
MT,2020/3/20,40.7
NC,2020/3/20,41.6
ND,2020/3/20,35.3
NE,2020/3/20,20.5
NH,2020/3/20,36
NJ,2020/3/20,48
NM,2020/3/20,34.8
NV,2020/3/20,38
NY,2020/3/20,32.8
OH,2020/3/20,32.1
OK,2020/3/20,32
OR,2020/3/20,35.4
PA,2020/3/20,39.1
SC,2020/3/20,43.7
SD,2020/3/20,26.3
TN,2020/3/20,29.7
TX,2020/3/20,30.9
UT,2020/3/20,41.4
VA,2020/3/20,39.5
VT,2020/3/20,30.6
WA,2020/3/20,38.6
WI,2020/3/20,34.4
WV,2020/3/20,38.8
WY,2020/3/20,37.9
AK,2020/3/21,24.7
AL,2020/3/21,30.4
AR,2020/3/21,26.4
AZ,2020/3/21,41.5
CA,2020/3/21,40.4
CO,2020/3/21,55.6
CT,2020/3/21,41
DE,2020/3/21,34.5
FL,2020/3/21,35.1
GA,2020/3/21,33.2
HI,2020/3/21,19.3
IA,2020/3/21,32.3
ID,2020/3/21,31.3
IL,2020/3/21,37.1
IN,2020/3/21,32.8
KS,2020/3/21,39.2
KY,2020/3/21,28.5
LA,2020/3/21,25.7
MA,2020/3/21,40.2
MD,2020/3/21,37.3
ME,2020/3/21,40
MI,2020/3/21,34.8
MN,2020/3/21,33.2
MO,2020/3/21,36
MS,2020/3/21,29.5
MT,2020/3/21,40.1
NC,2020/3/21,32.5
ND,2020/3/21,32.7
NE,2020/3/21,25.5
NH,2020/3/21,39.6
NJ,2020/3/21,36.8
NM,2020/3/21,34.4
NV,2020/3/21,40.2
NY,2020/3/21,35.9
OH,2020/3/21,33.9
OK,2020/3/21,36.5
OR,2020/3/21,32.4
PA,2020/3/21,35.7
SC,2020/3/21,42.7
SD,2020/3/21,29.3
TN,2020/3/21,20.4
TX,2020/3/21,24.9
UT,2020/3/21,41.9
VA,2020/3/21,28.8
VT,2020/3/21,39.6
WA,2020/3/21,37.5
WI,2020/3/21,37.1
WV,2020/3/21,32.3
WY,2020/3/21,44.6
AK,2020/3/22,12.5
AL,2020/3/22,32.6
AR,2020/3/22,21.9
AZ,2020/3/22,42.8
CA,2020/3/22,39.9
CO,2020/3/22,45.6
CT,2020/3/22,41.8
DE,2020/3/22,39.5
FL,2020/3/22,36.1
GA,2020/3/22,35.2
HI,2020/3/22,19.3
IA,2020/3/22,37.6
ID,2020/3/22,29.4
IL,2020/3/22,36.8
IN,2020/3/22,38.1
KS,2020/3/22,30.5
KY,2020/3/22,28.4
LA,2020/3/22,31.4
MA,2020/3/22,40.4
MD,2020/3/22,40.3
ME,2020/3/22,40.3
MI,2020/3/22,34.2
MN,2020/3/22,36.4
MO,2020/3/22,27.9
MS,2020/3/22,31.2
MT,2020/3/22,33.7
NC,2020/3/22,36.1
ND,2020/3/22,43
NE,2020/3/22,39
NH,2020/3/22,39.4
NJ,2020/3/22,38
NM,2020/3/22,43.4
NV,2020/3/22,38.8
NY,2020/3/22,37.5
OH,2020/3/22,37.2
OK,2020/3/22,27.5
OR,2020/3/22,31.8
PA,2020/3/22,39.1
SC,2020/3/22,32.1
SD,2020/3/22,38.4
TN,2020/3/22,23.8
TX,2020/3/22,30.3
UT,2020/3/22,41.9
VA,2020/3/22,36.7
VT,2020/3/22,39
WA,2020/3/22,36
WI,2020/3/22,40.1
WV,2020/3/22,38.3
WY,2020/3/22,43.5
AK,2020/3/23,27
AL,2020/3/23,27.8
AR,2020/3/23,25
AZ,2020/3/23,38.4
CA,2020/3/23,39.4
CO,2020/3/23,44.7
CT,2020/3/23,39
DE,2020/3/23,38.5
FL,2020/3/23,37.6
GA,2020/3/23,28.7
HI,2020/3/23,24.7
IA,2020/3/23,36.3
ID,2020/3/23,30.9
IL,2020/3/23,42.7
IN,2020/3/23,43.8
KS,2020/3/23,29.8
KY,2020/3/23,32.4
LA,2020/3/23,29.1
MA,2020/3/23,40
MD,2020/3/23,36
ME,2020/3/23,40
MI,2020/3/23,38.5
MN,2020/3/23,34.5
MO,2020/3/23,27.2
MS,2020/3/23,29.8
MT,2020/3/23,33.3
NC,2020/3/23,31.3
ND,2020/3/23,39
NE,2020/3/23,24
NH,2020/3/23,38
NJ,2020/3/23,34
NM,2020/3/23,49.5
NV,2020/3/23,38.5
NY,2020/3/23,34.1
OH,2020/3/23,37.3
OK,2020/3/23,27.4
OR,2020/3/23,14.7
PA,2020/3/23,33.1
SC,2020/3/23,32.4
SD,2020/3/23,36.3
TN,2020/3/23,18.2
TX,2020/3/23,39.2
UT,2020/3/23,41.3
VA,2020/3/23,32.5
VT,2020/3/23,38.6
WA,2020/3/23,19.9
WI,2020/3/23,42.9
WV,2020/3/23,32.8
WY,2020/3/23,45.5
AK,2020/3/24,34
AL,2020/3/24,32.4
AR,2020/3/24,34
AZ,2020/3/24,43.3
CA,2020/3/24,38.1
CO,2020/3/24,48.2
CT,2020/3/24,39.8
DE,2020/3/24,37
FL,2020/3/24,34.1
GA,2020/3/24,29.9
HI,2020/3/24,22
IA,2020/3/24,43.6
ID,2020/3/24,24
IL,2020/3/24,54.9
IN,2020/3/24,45.8
KS,2020/3/24,40.8
KY,2020/3/24,36.6
LA,2020/3/24,38.1
MA,2020/3/24,39.5
